title,price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,date_posted
AMAZING AMG MERCIDES S500 V8 ENGINE “”RADAR “” TOP RANGE “” GCC “”100% FREE ACCIDENTS “” PANORAMIC,"77,000",102000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2012,Black, Dubai,S 500,mercedes-benz,s-class,6/4/2022
Low Mileage Ford Mustang V6 Premium,"39,000",55000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Dubai,Premium,ford,mustang,8/5/2022
FORD BRONCO V6 SASQUATCH BADLANDS 2021 GCC WITH 5 YEARS AGENCY WARRANTY SERVICE CONTRACT - AL TAYER,"325,000",400,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,Grey, Dubai,Other,ford,bronco,5/1/2022
Mitsubishi Attrage For Sale...,"33,000",97000,Perfect inside and out,Perfect inside and out,Owner,Sedan,3,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2019,Grey, Al Ain,Other,mitsubishi,attrage,8/5/2022
"Ramadan offer 2017 Audi R8 V10 Carbon Fiber Edition Quattro, Full Service History, Warranty, GCC","429,000",30343,Perfect inside and out,Perfect inside and out,Dealer,Coupe,10,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017,Red, Dubai,Sport,audi,r8,26/03/2022
Honda CR-V 2015 GCC,"55,000",128000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,Blue, Dubai,EX,honda,cr-v,13/05/2022
"LEXUS LS600 LAUNCH EDITION, 2022, FULLY LOADED, DEALER WARRANTY, ZERO KM","759,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,White, Dubai,Other,lexus,lx600,23/04/2022
"AED1,558/month | 2016 Toyota Land Cruiser Prado GXR 2.7L | GCC specifications | Ref#5549","85,000",106713,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016,White, Dubai,Other,toyota,prado,14/02/2022
2022 Brand NEW BMW 750Li 4.4TC V8 4WD M kit with 5Y Dealer Warranty and Service,"520,000",70,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,White, Dubai,750Li xDrive,bmw,7-series,8/12/2021
nissan patrol,"265,000",33000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2021,White, Dubai,LE Titanium,nissan,patrol,27/04/2022
C 200 SALOON Ref. VSB 30959,"229,900",9789,"A bit of wear & tear, all repaired",Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Silver, Dubai,C200,mercedes-benz,c-class,11/4/2022
| Toyota Prado GX.R l 2018 | GCC |,"128,000",120000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2018,White, Sharjah,GX TOP,toyota,prado,23/04/2022
"WARRANTY AVAILABLE | Range Rover SV Autobiography 2020 White-Red+Black 21,000 KM","599,000",21000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2020,White, Dubai,SV Autobiography,land-rover,range-rover,4/11/2021
2014Porsche Boxster  GCC,"130,000",117000,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,White, Dubai,S,porsche,boxster,14/04/2022
Mitsubishi Pajero- Full Option | GCC | No Accident | Fully Maintained | Low Millage,"67,999",67580,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,White, Dubai,GLS TOP,mitsubishi,pajero,9/5/2022
Inspected Car | 2021 BMW X4 Xdrive30i 2.0L | Full BMW Service History | GCC Specs | Ref#7850,"245,000",30708,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Other,bmw,x4,8/3/2022
AED3744/month | 2015 Nissan Patrol SE 5.6L | GCC Specifications | Ref#95,"105,000",148281,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,White, Dubai,SE,nissan,patrol,14/12/2021
SRT BODY KIT{MONTHLY 1100/-}TOUCH SCREEN/ORIGINAL RIMS/CUSTOM SEATS,"67,000",164800,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,Silver, Dubai,SXT,dodge,charger,27/10/2021
lexus ux-200,"147,000",35000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019,Gold, Sharjah,F Sport Prestige,lexus,ux-200,15/03/2022
AED1338/Month | 2016 Audi Q5 S-Line 40 TFSI Quattro 2.0L | GCC Specifications | Ref#7161,"73,000",137750,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,White, Dubai,S-line,audi,q5,17/03/2022
Polestar 2 SRSM Barley Colored Nappa Leather PLUS PILOT 2022 Full Option Electric Car,"159,650",12,Perfect inside and out,Perfect inside and out,Dealer,SUV,,Automatic Transmission,Other,300 - 400 HP,Electric,Left Hand Side,,White, Dubai,Other,polestar,2,12/5/2022
Inspected Car | 2014 Nissan Patrol SE Platinum 5.6L | GCC Specifications | Ref#11742,"93,000",177358,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Abu Dhabi,SE Platinum,nissan,patrol,13/04/2022
mercedes-benz e-class,"163,000",29000,Perfect inside and out,Perfect inside and out,Owner,Other,6,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2018,Grey, Dubai,E400,mercedes-benz,e-class,24/03/2022
CHALLENGER SXT V6,"73,000",13442,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020,Black, Dubai,SXT,dodge,challenger,12/5/2022
*LOW MILAGE* GCC 2009 C200 Kompressor Avantgard Panorama Full Options SERIOUS BUYERS ONLY PLEASE,"25,000",160000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2009,White, Dubai,C200,mercedes-benz,c-class,3/5/2022
RANGE ROVER SPORT HSE PERFECT CONDITION FULL OPTION GCC,"49,000",175000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,White, Dubai,HSE,land-rover,range-rover-sport,1/4/2022
ELITE BMW 750LI V8 TURBO •• 4 BUTTONS •• RADAR •• TOP RANGE •• 500% ACCIDENTS FREE •• REAR SCREENS,"79,000",100700,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2013,Black, Dubai,740li Luxury,bmw,7-series,5/4/2022
Genesis G90 2016 VIP Full option,"90,000",85000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Black, Dubai,Other,genesis,g90,20/04/2022
Honda Civic 2016,"36,999",113652,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Red, Dubai,VTi,honda,civic,6/5/2022
"Unique Fj cruiser, well maintained","36,000",218000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2007,Yellow, Dubai,Standard,toyota,fj-cruiser,13/05/2022
!! 2017 !! Mitsubishi 1.6 GLS,"34,000",130000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017,Gold, Dubai,GLS,mitsubishi,lancer,27/02/2022
AED1998/month | 2018 Dodge Challenger R/T 5.7L | GCC Specifications | Ref#10663,"109,000",147988,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,Grey, Dubai,R/T,dodge,challenger,12/4/2022
BRAND NEW - 2021 Zero Km Lamborghini URUS fully loaded,"1,299,000",0,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,2021,Yellow, Dubai,Standard,lamborghini,urus,7/4/2022
Inspected Car | 2011 Volvo S 60 2.0L | GCC specifications | Ref#13315,"19,000",198671,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011,Brown, Dubai,Other,volvo,s-class,6/5/2022
nissan patrol,"70,000",120000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,Silver, Abu Dhabi,Safari,nissan,patrol,25/04/2022
INFINITI QX80 2019,"159,000",51000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2019,Black, Dubai,Other,infiniti,q80,11/5/2022
NISSAN XTRAIL 4X4 2007 (4 CYLINDER) GCC SPECS FULL AUTOMATIC,"14,990",197000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2007,White, Dubai,Standard,nissan,x-trail,9/5/2022
Inspected Car | 2013 Jeep Wrangler 3.6L | Full Jeep Service History | GCC Specs | Ref#5737,"65,000",110218,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Dubai,Other,jeep,wrangler,10/4/2022
BMW 740Li GCC 2017 Fully Loaded options in excellent condition M kit well maintained one owner,"117,000",166000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,Black, Dubai,740i Executive,bmw,7-series,13/05/2022
"2,135 P.M | A7 S-Line 50 TFSI | 0% Downpayment | Exceptional Condition!","89,900",89000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,Black, Dubai,S-line,audi,a7,12/5/2022
"Mercedes GLE 53 AMG Model 2020 GCC Specs Kilometer 40,000 5 Years warranty 60k kms service contrac","425,000",56000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2020,White, Dubai,GLE 53 AMG,mercedes-benz,gle-coupe,12/5/2022
CLS63,"80,000",160000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,8,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2012,Grey, Dubai,CLS 63 AMG,mercedes-benz,cls-class,9/5/2022
2022 | BRAND NEW | MERCEDES MAYBACH S 580 | FULLY LOADED | WARRANTY AVAILABLE,"1,270,000",76,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,maybach,s500,5/2/2022
GS 350 F SPORT PLATINUM VIP,"55,000",90000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Gold, Sharjah,Platinum,lexus,gs-series,18/03/2022
"1,956 P.M | Giulia S | 0% Downpayment | Agency Warranty  Service!","99,900",75000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,Grey, Dubai,Standard,alfa-romeo,giulia,26/04/2022
2022 Mercedes Benz C 200 | Brand New - GCC | Warranty Till 27 April 2027 | With Service Contract,"299,000",2,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,,White, Dubai,C200,mercedes-benz,c-class,29/04/2022
AED9698/month | 2017 Ferrari California T 3.9L | Full Ferrari Service History | GCC Specs | Ref#8701,"529,000",18323,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017,Red, Dubai,Other,ferrari,california-t,20/04/2022
"AED13,750/month | 2016 Rolls Royce Ghost 6.6L | Full Rolls-Royce Service History | GCC | Ref#8554","750,000",25774,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016,Red, Dubai,Other,rolls-royce,ghost,2/4/2022
Mercedes-Benz G 63 AMG 2022 with (40 Years of G-class),"1,040,000",14,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,Grey, Dubai,G 63 AMG,mercedes-benz,g-class,3/1/2022
Sale/Swap. 2011 Toyota scion. Sunroof. Only 110000 km. 4 cylinder. Cruise.,"16,900",110000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2010,White, Dubai,Other,toyota,scion,9/5/2022
"Bespoke S 500 Emerald Green, ONLY CAR IN UAE!","625,000",5000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,Green, Dubai,S 500,mercedes-benz,s-class,5/5/2022
"BENTLEY BENTAYGA MANSORY, 2021, FULL OPTIONS, IMMACULATE CONDITION","2,549,000",3000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Other,bentley,bentayga,1/3/2022
2022 | F8TRIBUTO  SPIDER | GCC | DEALER WARRANTY + SERVICE CONTRACT,"1,565,000",0,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,,Red, Dubai,Other,ferrari,f8-tributo-spider,11/5/2022
"2015 Bentley Continental GT V8, Warranty, Full Bentley Service History, Low KMs, GCC","299,000",46761,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015,Black, Dubai,Other,bentley,continental-gt,31/03/2022
"WARRANTY UNTIL MARCH 2023 || Porsche 911 Carrera 4S 2017 Grey-Red 79,000 KM","349,000",79000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Grey, Dubai,Carrera 4S,porsche,carrera,18/01/2022
AED1943/month | 2018 Toyota Fortuner VXR 4.0L | GCC Specifications | Ref#12897,"106,000",153515,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Dubai,VXR,toyota,fortuner,25/04/2022
dodge charger,"57,500",85000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2018,White, Ajman,SXT,dodge,charger,12/4/2022
2022 BMW X7 XDRIVE 40i M KIT | GCC SPECS | WITH WARRANTY,"419,000",508,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Grey, Dubai,Other,bmw,x7,17/02/2022
nissan x-trail,"70,000",70000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2020,Blue, Sharjah,SE,nissan,x-trail,23/01/2022
Mercedes Benz C300 2016 Full Option,"81,000",190000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Black, Dubai,C300 Luxury,mercedes-benz,c-class,26/04/2022
WHITE RANGE ROVER SPORT UNDER WARRANTY AND SERVICE CONTRACT EXCELLENT CONDITION,"265,000",82500,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,White, Dubai,SE,land-rover,range-rover-sport,13/05/2022
Brand New Dodge Charge GT - SUPER TRACK PAK NOW AVL. - MANUF. WARRANTY TILL 2024,"149,000",24,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,White, Dubai,Other,dodge,charger,13/05/2022
AED1190/Month | 2015 Fiat-500 1.4L | GCC specifications | Ref#10316,"34,000",123601,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,Red, Dubai,Other,fiat,fiat-500,29/03/2022
PORSCHE CAYMAN GT4 2020 - GCC - FULL CARBON FIBER - UNDER WARRANTY - BRAND NEW CONDITION,"405,000",13000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6,Manual Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2020,Grey, Dubai,GT4,porsche,cayman,9/5/2022
ORIGINAL PAINT ( صبغ وكاله ) Mini Cooper ( 2019 Model! ) in Black Color! GCC Specs,"95,000",53000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,3,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019,Black, Dubai,Cooper,mini,cooper,16/04/2022
Nissan Patrol NISMO 2021 GCC,"350,000",17000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,Grey, Abu Dhabi,Nismo,nissan,patrol,11/5/2022
Ford F 150 lariat 2020 brand new,"144,000",31000,Perfect inside and out,Perfect inside and out,Dealer,Utility Truck,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2020,Black, Sharjah,Lariat,ford,f-series-pickup,17/03/2022
Mercedes S 580 AMG Under Warranty 2022 GCC,"735,000",0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,White, Dubai,S 580,mercedes-benz,s-class,2/4/2022
"BMW 520i , 2008 Model , 2.0L , Gcc ,Single Owner , Low Mileage , Partially Serviced In Agency","22,500",93400,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2008,Silver, Dubai,520i,bmw,5-series,13/05/2022
chevrolet tahoe,"115,000",135000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Black, Sharjah,Other,chevrolet,tahoe,18/03/2022
"MAZDA 6 / 39,000 / 2015 / Agency Full Service history","39,000",240000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,Red, Dubai,V Grade,mazda,6,11/5/2022
"2016 Audi S3 quattro Sedan 2.0L 4Cyl 286hp Turbo// 1,457 AED //ASSURED QUALITY","84,900",119160,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Grey, Dubai,Standard,audi,s3rs3,7/4/2022
Hummer H3,"50,000",240000,Perfect inside and out,Perfect inside and out,Owner,SUV,5,Automatic Transmission,GCC Specs,Unknown,Gasoline,Right Hand Side,2008,Yellow, Dubai,Adventure,hummer,h3,12/4/2022
SUPER CLEAN // AWD GCC 2010 // HONDA CRV,"24,500",180000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2010,Red, Dubai,EX Plus,honda,cr-v,22/03/2022
AED1815/month | 2016 Land Rover LR4 HSE 3.0L | GCC specifications | Ref#8348,"99,000",88087,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Black, Dubai,HSE,land-rover,lr4,15/03/2022
